Title,Contents
Frontend 개발 가이드-select form-control 속도 느린문제,"select 에서 `class=""form-control""` 을 사용하는 경우 크롬에서 표시속도가 느린 경우가 있습니다.
이것은 `bootstrap/dist/css/less/forms.less` 파일에 선언되어 있는 `form-control` 의
- `webkit-transition: border-color ease-in-out .15s, -webkit-box-shadow ease-in-out .15s;`
속성 때문입니다.
이를 해결하기 위해
```css
.form-control {
-webkit-transition:none  !important;
}
```
를 추가하여 `-webkit-transition` 속성을 제거합니다."
Frontend 개발 가이드-다른 목록페이지 이동시에도 fa-pane size 유지하기 (split bar 위치 유지),"목록페이지에서 목록영역과 상세영역을 나누는 split bar 의 위치를 조정해도 다른 화면으로 이동하거나, 페이지를 새로고침 하면 초기화 되는 문제는 다음을 통해 수정할 수 있습니다.
- 목록 화면에서 다음을 수정하면, 다른 페이지로 이동을 해도 위치가 유지됩니다.
파일명 : 모든 목록페이지 html 파일
수정내용 : pane-size=""40% + 2px"" 를 pane-size=""{{$root.gVariable.layoutBoardSize}}"" 로 수정
- 페이지를 새로 고침을 해도 위치를 유지하기 위해 다음을 수정합니다.
파일명 : borderLayout.js
수정내용 :
if ($rootScope.gVariable && $rootScope.gVariable.layoutBoardSize) {
$rootScope.gVariable.layoutBoardSize = size + ""px"";
$window.sessionStorage.setItem(""layoutBoardSize"", size + ""px"");  // 새로 추가
}
HTML 파일에는 다음을 공통으로 적용합니다.
<div fa-pane fa-pane pane-anchor=""{{vc.anchor}}"" pane-handle=""4"" pane-max=""80% + 2px"" pane-min=""{{vc.paneMin}}"" pane-size=""{{$root.gVariable.layoutBoardSize}}"">"
Frontend 개발 가이드-메타정보관리 화면 기능 개선,"수정 파일
- src/app/boardmng/boardmmg-edit-ctrl.js
- src/app/boardmng/boardmmg-edit.html
추가파일
- src/scripts/directives/meta-sortable-container/sortable-container-ctrl.js
- src/scripts/directives/meta-sortable-container/sortable-container-directive.js
- src/scripts/directives/meta-sortable-container/sortable-container.html
변경 내용
- 리스트와 상세 분리 작업
- 리스트와 상세 순서 따로 적용하도록 수정
- Drag 방식으로 순서 변경가능하도록 개선
21.04.07 Salevis-web-default Master Branch 적용
참고 : [https://gitlab.com/softzionrnd/salevis-web-default/-/commit/1beeb2eb7c845700d7e039dfbfbc9cecccd9ddbf](https://gitlab.com/softzionrnd/salevis-web-default/-/commit/1beeb2eb7c845700d7e039dfbfbc9cecccd9ddbf)"
Frontend 개발 가이드-상세/추가/수정 페이지에서 데이터 저장/삭제 후 reload 처리,"```php
추가/수정 페이지에서 데이터 저장 후 화면이 분할 상태에 따라 다른 reload 처리를 합니다.
if (vm.layout == 'N') { // 화면이 분할되지 않은 경우
// 삭제시
$state.go(""app.board.list"", { srch: srch }, {reload:""app.board.list""});
} else {
// 저장
$state.go(""app.board.list.edit"", {srch: srch}, {reload:""app.board.list""});
}
```"
Frontend 개발 가이드-웹 성능 지표,"Frontend 성능을 측정하는 주요 성능 지표
- 사용자 중심 성능 지표를 4가지로 구성해서 설명하고, 목표해야 하는 점수를 나열
ㅤ→ 진행여부 : TTFB, FP, FCP
ㅤ→ 유용성 : LCP, VC, SI
ㅤ→ 사용 가능 여부 : FID, mFID, TBT, TTI
ㅤ→ 쾌적함 : CLS, Frame Rate
- Cheatsheet
ㅤ→ Time to First Byte (TTFB) <600ms
ㅤ→ First Paint (FP) <1.8s
ㅤ→ First Contentful Paint (FCP) <1.8s
ㅤ→ Largest Contentful Paint (LCP) <2.5s
ㅤ→ Visually Complete (VC) <3.4s
ㅤ→ Speed Index (SI) <3.4s
ㅤ→ First Input Delay (FID) <100ms
ㅤ→ Max Potential First Input Delay (mFID) <130ms
ㅤ→ Total Blocking Time (TBT) <200ms
ㅤ→ Time to Interactive (TTI) <3.8s
ㅤ→ Cumulative Layout Shift (CLS) <0.1
ㅤ→ Frame Rate (FR) 60 FPS"
Frontend 개발 가이드-이 웹 사이트가 Internet Explorer 에서 작동하지 않음 처리,"```xml
index.html 에 다음 코드를 추가
<script>
if(/MSIE \d|Trident.*rv:/.test(navigator.userAgent)) {
window.location = 'microsoft-edge:' + window.location;
setTimeout(function() {
window.location = 'https://go.microsoft.com/fwlink/?linkid=2135547';
}, 1);
}
</script>
```"
Frontend 개발 가이드-파일명과 폴더구성 규칙,"app 이름이 app.system.user-edit 인 경우
1. system 폴더 하위에 파일이 많지 않은 경우 app/system/user-edit.html , app/system/user-edit-ctrl.js 로 생성
2. system 폴더 하위에 파일이 많아서 하위폴더를 더 만드는 경우 app/system/user/user-edit.html , app/system/user/user-edit-ctrl.js 로 생성
예시)
.state('app.system.user-list', {  // 일반목록
url: '/user-list/:srch',
templateUrl: 'app/system/user/user-list.html',
}).state('app.system.user-detail', {  // 일반상세
url: '/user-detail/:srch/:keyId',
templateUrl: 'app/system/user/user-detail.html',
}).state('app.system.user-edit', {  // 일반추가수정
url: '/user-edit/:srch/:keyId',
templateUrl: 'app/system/user/user-edit.html',
}).state('app.system.user-edit.tab1', {  // 일반추가,수정내의 tab1
url: '/user-edit/:srch/:keyId/tab1',
templateUrl: 'app/system/user/user-edit-tab1.html',
}).state('app.system.user-list.detail', {  // 분할화면으로 목록과 상세표시
url: '/detail/:keyId',
templateUrl: 'app/system/user/user-detail.html',
}).state('app.system.user-list.edit', {  // 분할화면으로 목록과 추가수정표시
url: '/edit/:keyId',
templateUrl: 'app/system/user/user-edit.html',
}).state('app.system.user-list.edit.tab1', {  // 분할화면으로 목록과 상세의 tab1 표시
url: '/tab1',
templateUrl: 'app/system/user/user-edit-tab1.html',
})"
IntelliJ IDEA 실행 시 android JDK 설정 화면,"### 내용
IntelliJ IDEA 실행 시 android JDK 경로 설정 화면이 계속 나타나는데
설정 화면을 나오지 않게 하려면 어떻게 해야 하나요?
---
### 답변
![Untitled](IntelliJ%20IDEA%20%E1%84%89%E1%85%B5%E1%86%AF%E1%84%92%E1%85%A2%E1%86%BC%20%E1%84%89%E1%85%B5%20android%20JDK%20%E1%84%89%E1%85%A5%E1%86%AF%E1%84%8C%E1%85%A5%E1%86%BC%20%E1%84%92%E1%85%AA%E1%84%86%E1%85%A7%E1%86%AB%20de1c3694b548407e9c26fdf84a4664ff/Untitled.png)
JDK 설정이 나오지 않도록 IntelliJ Settings에서 설정할 수 있습니다.
단축키 (Win: Ctrl + Alt + S / Mac: Alt + ,)
또는
File -> Settings... 클릭
Plugins 에서 Installed 클릭 후 Android에 Disable을 적용시키면 JDK가 나타나지 않습니다."
intelliJ IDEA에서 Gradle 사용 시 exploded 가 안될때는 어떻게 하나요?,"### 내용
인텔리제이에서 Gradle을 통한 Exploded 빌드를 진행하였는데,
톰캣 시작이 안되는데, 어찌하면 되나요?
---
### 답변
\> 인텔리제이 메뉴 > File >Settings > Build, Excution, Deployment > Build Tools > gradle
Gradle Projects >
Build and run using > IntelliJ IDEA
Run tests using > IntelliJ IDEA
OK
### 댓글
이클립스 사용할때는 발생 안하는 문제인가요?
– [최원영](https://stackoverflowteams.com/c/softzion/users/1/)
[Jun 29, 2022 at 3:38](https://stackoverflowteams.com/c/softzion/questions/48#comment7_49)"
Java Maven Build가 내 PC에서만 실패할 경우 Repository 확인 필요,"### 내용
- Java Backend Source를 내 PC에서 Maven Build를 할때 Build 오류가 나면서 계속해서 실패하고 있었음.
- 다른 개발자 PC에서는 정상적으로 Build 되고 있음
---
### 답변
아래의 방법을 단계적으로 실행해 보면서 확인 필요 함
- Build 성공한 개발자 PC의 소스 폴더 전체를 복사해서 Build 확인
- Build 성공한 개발자 PC의 .m2/repository 폴더 전체를 복사해서 Build 확인
- 저는 이 방법으로 Build 성공함 :-) *"
Local Server Mybatis 쿼리 로그에서 파라미터 ? 실제 값으로 치환하는 방법,"1. pom.xml 추가 후 -> clean -> maven install
<dependency>
<groupId>org.bgee.log4jdbc-log4j2</groupId>
<artifactId>log4jdbc-log4j2-jdbc4</artifactId>
<version>1.16</version>
</dependency>
2. src/main/resources/log4jdbc.log4j2.properties 추가
log4jdbc.spylogdelegator.name=net.sf.log4jdbc.log.slf4j.Slf4jSpyLogDelegator
log4jdbc.dump.sql.maxlinelength=0
3. context-datasource.xml에서 driverClassName, url 변경
<bean id=""dataSource"" class=""org.apache.commons.dbcp2.BasicDataSource"" destroy-method=""close"">
<property name=""driverClassName"" value=""net.sf.log4jdbc.sql.jdbcapi.DriverSpy""/>
<property name=""url"" value=""jdbc:log4jdbc:tibero:thin:@10.10.10.10:58630:tibero""/>
<property name=""username"" value=""xxxxxx"" />
<property name=""password"" value=""xxxxxx />
</bean>
4. tomcat edit config -> VM options 추가
-Dlog4jdbc.drivers=com.tmax.tibero.jdbc.TbDriver"
Lombok 모듈 eclipse 활성화하는 방법,"1. eclipse 에서 lombok 설치방법
```vhdl
Help -\> Install New Software -\> Work with 에
lombok - https://projectlombok.org/p2 입력 후 Lombok select 후 Next 눌러서 인스톨함
```
![Untitled](Lombok%20%E1%84%86%E1%85%A9%E1%84%83%E1%85%B2%E1%86%AF%20eclipse%20%E1%84%92%E1%85%AA%E1%86%AF%E1%84%89%E1%85%A5%E1%86%BC%E1%84%92%E1%85%AA%E1%84%92%E1%85%A1%E1%84%82%E1%85%B3%E1%86%AB%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%200d7f96a1c3b64ca388ffdae87dc44303/Untitled.png)
```erlang
install 과정에 Trust 절차 있음
설치 완료 후 eclipse 재시작하면 lombok 활성화 됨.
```
1. lombok 정상적으로 설치되었는지 확인 방법
Help -> About Eclipse IDE -> Installation Details 버튼
Installed Software 탭에서 lombok 으로 검색하면 아래와 같이 표시되면 정상적으로 설치된 것.
![Untitled](Lombok%20%E1%84%86%E1%85%A9%E1%84%83%E1%85%B2%E1%86%AF%20eclipse%20%E1%84%92%E1%85%AA%E1%86%AF%E1%84%89%E1%85%A5%E1%86%BC%E1%84%92%E1%85%AA%E1%84%92%E1%85%A1%E1%84%82%E1%85%B3%E1%86%AB%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%200d7f96a1c3b64ca388ffdae87dc44303/Untitled%201.png)"
MS SQL에서 만년 달력 테이블 생성은 어떻게 하나요?,"아래 쿼리문을 참고하여 만년 달력 테이블을 생성할 수 있습니다.
```jsx
-- 시작일
DECLARE @StartDate  date = '20220811';
-- 종료일
DECLARE @CutoffDate date = DATEADD(DAY, -1, DATEADD(YEAR, 5, @StartDate));
-- S_CALENDAR 테이블에 달력 데이터 추가
;WITH seq(n) AS
(
SELECT 0 UNION ALL SELECT n + 1 FROM seq
WHERE n < DATEDIFF(DAY, @StartDate, @CutoffDate)
),
d(d) AS
(
SELECT DATEADD(DAY, n, @StartDate) FROM seq
),
src AS
(
SELECT
TheDate         = CONVERT(datetime, d),
TheDay          = DATEPART(DAY,       d),
TheDayName      = DATENAME(WEEKDAY,   d),
TheWeek         = DATEPART(WEEK,      d),
TheISOWeek      = DATEPART(ISO_WEEK,  d),
TheDayOfWeek    = DATEPART(WEEKDAY,   d),
TheMonth        = DATEPART(MONTH,     d),
TheMonthName    = DATENAME(MONTH,     d),
TheQuarter      = DATEPART(Quarter,   d),
TheYear         = DATEPART(YEAR,      d),
TheFirstOfMonth = DATEFROMPARTS(YEAR(d), MONTH(d), 1),
TheLastOfYear   = DATEFROMPARTS(YEAR(d), 12, 31),
TheDayOfYear    = DATEPART(DAYOFYEAR, d)
FROM d
)
INSERT INTO S_CALENDAR (BASEDATE, DW)
SELECT TheDate, TheDayName
FROM src
ORDER BY TheDate
OPTION (MAXRECURSION 0);
```"
MS 팀즈에서 stackoverflow 에 등록된 정보 검색 및 공유하는 방법,"**STEP 1.** 채팅입력 하단의 ... 버튼 클릭
![Untitled](MS%20%E1%84%90%E1%85%B5%E1%86%B7%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%20stackoverflow%20%E1%84%8B%E1%85%A6%20%E1%84%83%E1%85%B3%E1%86%BC%E1%84%85%E1%85%A9%E1%86%A8%E1%84%83%E1%85%AC%E1%86%AB%20%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%20%E1%84%80%E1%85%A5%E1%86%B7%E1%84%89%20f9f1943602a3464d92625d3c82fa0253/Untitled.png)
**STEP 2.** 앱 검색에서 Stack Overflow for Team 검색및 추가
![Untitled](MS%20%E1%84%90%E1%85%B5%E1%86%B7%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%20stackoverflow%20%E1%84%8B%E1%85%A6%20%E1%84%83%E1%85%B3%E1%86%BC%E1%84%85%E1%85%A9%E1%86%A8%E1%84%83%E1%85%AC%E1%86%AB%20%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%20%E1%84%80%E1%85%A5%E1%86%B7%E1%84%89%20f9f1943602a3464d92625d3c82fa0253/Untitled%201.png)
**STEP 3.** 설치된 앱을 실행하여 검색
![Untitled](MS%20%E1%84%90%E1%85%B5%E1%86%B7%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%20stackoverflow%20%E1%84%8B%E1%85%A6%20%E1%84%83%E1%85%B3%E1%86%BC%E1%84%85%E1%85%A9%E1%86%A8%E1%84%83%E1%85%AC%E1%86%AB%20%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%20%E1%84%80%E1%85%A5%E1%86%B7%E1%84%89%20f9f1943602a3464d92625d3c82fa0253/Untitled%202.png)
**STEP 4.** 검색된 내용중 원하는 내용을 클릭하여 상세내용을 보러가거나 공유
![Untitled](MS%20%E1%84%90%E1%85%B5%E1%86%B7%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%20stackoverflow%20%E1%84%8B%E1%85%A6%20%E1%84%83%E1%85%B3%E1%86%BC%E1%84%85%E1%85%A9%E1%86%A8%E1%84%83%E1%85%AC%E1%86%AB%20%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%20%E1%84%80%E1%85%A5%E1%86%B7%E1%84%89%20f9f1943602a3464d92625d3c82fa0253/Untitled%203.png)"
"Mybatis에서 기간 (시작일, 종료일) 검색 쿼리","Mybatis에서 기간 (시작일, 종료일) 검색 쿼리는 아래와 같은 사항 고려하여 작성함
1. 시작일, 종료일 따로 검색 조건 설정
2. String으로 Frontend에서 전달된 값을 Date형으로 변환
3. DB에 UTC형태로 저장되어 있을 경우 Local Date를 UTC로 변환
```lisp
AND (<![CDATA[
PJ.PrjStartDate BETWEEN ufnConvertLocalToUTC(CONCAT(#{startDate}, ' 00:00:00')) AND ufnConvertLocalToUTC(CONCAT(#{endDate}, ' 23:59:59'))
OR PJ.PrjEndDate   BETWEEN ufnConvertLocalToUTC(CONCAT(#{startDate}, ' 00:00:00')) AND ufnConvertLocalToUTC(CONCAT(#{endDate}, ' 23:59:59'))
OR (
PJ.PrjStartDate <= ufnConvertLocalToUTC(CONCAT(#{startDate}, ' 00:00:00'))
AND PJ.PrjEndDate   >= ufnConvertLocalToUTC(CONCAT(#{endDate},   ' 23:59:59'))
)
]]>
)
```"
MySQL DB 테이블 명세서 작성 쿼리,"```vbnet
SELECT
t1.table_name, t1.table_comment, column_name, data_type, column_type, column_key, is_nullable, column_default, extra, column_comment
FROM
(SELECT
table_name, table_comment
FROM
information_schema.TABLES WHERE table_schema='simddle') t1,
(SELECT
table_name, column_name, data_type, column_type, column_key, is_nullable, column_default, extra, column_comment, ordinal_position
FROM
information_schema.COLUMNS WHERE table_schema='simddle') t2
WHERE
t1.table_name = t2.table_name
ORDER BY
t1.table_name, ordinal_position;
```"
MySQL 로그설정,[https://toshi15shkim.github.io/articles/2019-06/db-mysql-log](https://toshi15shkim.github.io/articles/2019-06/db-mysql-log)
MySQL 환경설정,[https://hyorock.tistory.com/56](https://hyorock.tistory.com/56)
ORACLE 개발 가이드-MyBatis 다중쿼리,"mysql 에서는 jdbc string 에 allowMultiQueries=true 를 설정하고, mapper 에 다중쿼리를 기록하면 되지만,
ORACLE 에서는 이를 지원하지 않음
따라서, mapper 에 다음과 같은 형식으로 multiline query 를 설정함
{call
declare
begin
update users set usernm = #{usernm} where userid = #{userid};
update users set userpw = #{userpw} where userid = #{userid};
end
}"
ORACLE 개발 가이드-키채번 방법,"select floor(to_char(sysdate, 'YYYYMMDDHH24MIDD') + DBMS_RANDOM.VALUE * 899999999999999) from dual"
Salevis Care 자동 발송 개발 가이드,"Salevis Care 자동 발송 개발 가이드
[https://softzion.sharepoint.com/:w:/s/msteams_d48474/EaSrqpYS4FBPouRTqaBzONYBbo3vwZaC6ZeYDeKB-htQfQ?e=KEVJfr](https://softzion.sharepoint.com/:w:/s/msteams_d48474/EaSrqpYS4FBPouRTqaBzONYBbo3vwZaC6ZeYDeKB-htQfQ?e=KEVJfr)"
Salevis F/W Backend 개발 가이드 문서,"[BackEnd_DevelopmentGuide.pptx · master · Softzion / prm-salevis-was · GitLab]
([https://gitlab.com/softzionrnd/prm-salevis-was/-/blob/master/BackEnd_DevelopmentGuide.pptx](https://gitlab.com/softzionrnd/prm-salevis-was/-/blob/master/BackEnd_DevelopmentGuide.pptx))
코이카CRM 기준 - 2023/11/23일 / 이태민 주임 작성
[https://softzion.sharepoint.com/:p:/s/msteams_d48474/ERPmiKTTPehGiEfR9RzwhIwBW7J_X8uXC-fHjHrE3eHZFg?e=aB2Ym9](https://softzion.sharepoint.com/:p:/s/msteams_d48474/ERPmiKTTPehGiEfR9RzwhIwBW7J_X8uXC-fHjHrE3eHZFg?e=aB2Ym9)"
Salevis F/W Frontend 개발 가이드 문서,"[FrontEnd_DevelopmentGuide.pptx · master · Softzion / civasan-web · GitLab]
([https://gitlab.com/softzionrnd/salevis-web-default/-/blob/master/FrontEnd_DevelopmentGuide.pptx](https://gitlab.com/softzionrnd/salevis-web-default/-/blob/master/FrontEnd_DevelopmentGuide.pptx))
코이카CRM 기준 - 2023/11/23일 / 이태민 주임 작성
[https://softzion.sharepoint.com/:p:/s/msteams_d48474/EeK5F3zubv5AmygtmASQqUEBzd2Jz6d6Wr79_yZU06hubQ?e=VxLFgJ](https://softzion.sharepoint.com/:p:/s/msteams_d48474/EeK5F3zubv5AmygtmASQqUEBzd2Jz6d6Wr79_yZU06hubQ?e=VxLFgJ)"
Salevis F/W Frontend 개발 가이드 문서,"[FrontEnd_DevelopmentGuide.pptx · master · Softzion / civasan-web · GitLab]
([https://gitlab.com/softzionrnd/salevis-web-default/-/blob/master/FrontEnd_DevelopmentGuide.pptx](https://gitlab.com/softzionrnd/salevis-web-default/-/blob/master/FrontEnd_DevelopmentGuide.pptx))
코이카CRM 기준 - 2023/11/23일 / 이태민 주임 작성
[https://softzion.sharepoint.com/:p:/s/msteams_d48474/EeK5F3zubv5AmygtmASQqUEBzd2Jz6d6Wr79_yZU06hubQ?e=VxLFgJ](https://softzion.sharepoint.com/:p:/s/msteams_d48474/EeK5F3zubv5AmygtmASQqUEBzd2Jz6d6Wr79_yZU06hubQ?e=VxLFgJ)"
Salevis 서버 설치-Open Source Version,"1. Backend
- WEB : Apache 2.4
- WAS : Tomcat 8.5.70
- Maven : 4.3.17
- Spring F/W : 4.3.17
- 전자정부 F/W : 3.7.0
- JDK : 1.8
- REDIS : 3.2.100
- IDE : Eclipse Oxygen 3a Release (4.7.3a)
2. Frontend
- NPM : 6.1.0
- Maven : 3.2.3
- Gulp : 3.9.1
- Bower : 1.8.4
- Git : 2.14.1
- AngularJS 1.5.11
- IDE : Visual Studio Code 1.33.0"
